o sută	1
o suta	1
sută	1
suta	1
două sute	2
doua sute	2
trei sute	3
patru sute	4
cinci sute	5
șase sute	6
sase sute	6
șapte sute	7
sapte sute	7
opt sute	8
nouă sute	9
noua sute	9
