sutimea	o sută
sutimea	o sută
douăsutimea	două sute
douăsutimea	două sute
treisutimea	trei sute
treisutimea	trei sute
patrusutimea	patru sute
patrusutimea	patru sute
cincisutimea	cinci sute
cincisutimea	cinci sute
șasesutimea	șase sute
șasesutimea	șase sute
șaptesutimea	șapte sute
șaptesutimea	șapte sute
optusutimea	opt sute
optusutimea	opt sute
nouăsutimea	nouă sute
nouăsutimea	nouă sute
