a unsprezecea	11
al unsprezecelea	11
a douăsprezecea	12
al douăsprezecelea	12
a treisprezecea	13
al treisprezecelea	13
a paisprezecea	14
al paisprezecelea	14
a cincisprezecea	15
al cincisprezecelea	15
a șaisprezecea	16
al șaisprezecelea	16
a șaptesprezecea	17
al șaptesprezecelea	17
a optsprezecea	18
al optsprezecelea	18
a nouăsprezecea	19
al nouăsprezecelea	19
a douăzeci și una	21
al douăzeci și unu	21
