a douăzecea	 douăzeci  
a douăzecea	 douăzeci  
a treizecea	 treizeci  
a patruzecea	 patruzeci  
a patruzecea	 patruzeci  
a cincizecea	 cincizeci  
a cincizecea	 cincizeci  
a șaizecea	 șaizeci  
a șaizecea	 șaizeci  
a șaptezecia	 șaptezeci  
a șaptezecia	 șaptezeci  
a optzecia	 optzeci  
a optzecia	 optzeci  
a nouăzecia	 nouăzeci  
a nouăzecia	 nouăzeci  
